tweet_id,tweet_text
29,RT @Anuragkukreti7: Narendra Modi's best contribution to India are the 6 hours for which he sleeps everyday!
30,If i got one chance that to spend one day with any of one living person in the world... i will choose narendra modi… https://t.co/7e6DQFfUx4
31,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
32,RT @Anuragkukreti7: Narendra Modi's best contribution to India are the 6 hours for which he sleeps everyday!
33,"RT @atanuacharya: Today 07/03/2021, is special days for West Bengal. PM Narendra Modi ji address to all bengali people from bridge ground,…"
34,"RT @zainabsikander: Mithun Chakraborty just called himself a ""pure cobra"" at Narendra Modi's Rally in Brigade Parade Grounds.
our future le…"
35,"RT @mannkibaat: Remember what PM Shri Narendra Modi said during #ParikshaPeCharcha 2020!

“Inspire children to do things that bring out the…"
36,Indian government blasts U.S. think tank that calls country only 'partly free' https://t.co/7rSZ01KZke via… https://t.co/ZH9x10ncu6
37,"RT @umeshsharma249: March 09| Tuesday | PM Modi

12 NOON: Prime Minister Narendra Modi will inaugurate ‘Maitri Setu’ between India and Bang…"
38,"RT @PrajwalBusta: Welcome to Bengal
Hon'ble PM Sh Narendra Modi ji

Good luck....Bengal 
#ModirSatheBrigade https://t.co/AwbIUS1B63"
39,RT @amaanbali: Prime Minister Narendra Modi has time to go to Kolkata for votes but has no time to talk to farmers sitting on borders of De…
40,"RT @MumbaiMirror: PM Narendra Modi has time for rally in Kolkata but not for protesting farmers says @PawarSpeaks

https://t.co/J2rRgBOtbk"
41,"RT @rishibagree: Narendra Modi's Brigade rally 

This is not a political rally crowd anymore... It looks like the Kumbh Mela https://t.co/W…"
42,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
43,"RT @prafulkpatel: On Jan Aushadhi Day-2021, Honorable Prime Minister Narendra Bhai Modi ji did video conferencing with Diu Aushadhi Kendra'…"
44,"RT @umeshsharma249: March 09 | Tuesday | PM Modi

5 PM: Prime Minister Narendra Modi will release 11 Volumes of #Manuscript with commentari…"
45,RT @rahulroushan: Shyama Prasad Mukherjee smiles from above: What BJP means by ‘Aashol Poriborton’ Narendra Modi makes it clear in Kolkata…
46,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
47,RT @ANI: PM Narendra Modi begins his address at a public rally at Kolkata's Brigade Parade Ground https://t.co/nT1Ue2VGj6
48,"RT @ShashiTharoor: ""It will be difficult if not impossible for the Narendra Modi govt to reclaim the trust of OCIs after this latest notifi…"
49,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
50,"RT @vinayak_jain: Narendra Modi in Bengal. Amit Shah in TN. Himanta Biswa in Assam.

It is demeaning to such leaders when people say ‘BJP w…"
51,"RT @vinayak_jain: Narendra Modi is the greatest unifier in India today. No leader, whether in the BJP or outside comes even inches close to…"
52,"RT @IPL: 🚨  BCCI announces schedule for VIVO IPL 2021 🚨

The season will kickstart on 9th April in Chennai and the final will take place on…"
53,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
54,"RT @ReportTweet_: Narendra Modi is calling for Asol Poriborton in West Bengal.

Meanwhile, A BJP worker was killed and several injured whil…"
55,"RT @PNPathakBJP: After historical Brigade Maidan Rally of PM @narendramodi Shri Narendra Modi Ji’s Election Campaign in Kolkata, campaignin…"
56,"RT @zainabsikander: Mithun Chakraborty just called himself a ""pure cobra"" at Narendra Modi's Rally in Brigade Parade Grounds.
our future le…"
57,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
58,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
59,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
60,"RT @vinayak_jain: Narendra Modi in Bengal. Amit Shah in TN. Himanta Biswa in Assam.

It is demeaning to such leaders when people say ‘BJP w…"
61,"RT @AparBharat: Both Thackeray brothers have several plush &amp; lavish farm houses across Maharashtra.

I challenge Thackeray fan boys to show…"
62,"RT @salimdotcomrade: During 2016 elections, Narendra Modi claimed ""politicians like Mukul Roy &amp; Suvendu Adhikari are not only corrupt but a…"
63,"RT @ndtv: #LeftRightCentre | ""Narendra Modi is not acting like a Prime Minister of India but like a quarrelsome local leader"": Saugata Roy,…"
64,"Indian Prime Minister Narendra Modi must be slapped with sanctions, detention camps is so inhumane https://t.co/FbVDhvkdHC"
65,RT @Anuragkukreti7: Narendra Modi's best contribution to India are the 6 hours for which he sleeps everyday!
66,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
67,"RT @MumbaiMirror: PM Narendra Modi has time for rally in Kolkata but not for protesting farmers says @PawarSpeaks

https://t.co/J2rRgBOtbk"
68,@shwetapriya_ Mine too.. @narendramodi twitter handle has not followed me too.. does not matter whether his handle… https://t.co/y9tma14oaV
69,RT @amaanbali: Prime Minister Narendra Modi has time to go to Kolkata for votes but has no time to talk to farmers sitting on borders of De…
70,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
71,"RT @IPL: 🚨  BCCI announces schedule for VIVO IPL 2021 🚨

The season will kickstart on 9th April in Chennai and the final will take place on…"
72,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
73,"March 09 | Tuesday | PM Modi

5 PM: Prime Minister Narendra Modi will release 11 Volumes of #Manuscript with commen… https://t.co/kwkdEuZryz"
74,"RT @vinayak_jain: Narendra Modi in Bengal. Amit Shah in TN. Himanta Biswa in Assam.

It is demeaning to such leaders when people say ‘BJP w…"
75,RT @Anuragkukreti7: Narendra Modi's best contribution to India are the 6 hours for which he sleeps everyday!
76,@IPL @Vivo_India How many matches in Narendra Modi stadium .. There are multiple world class stadiums in India .. t… https://t.co/rTgSsheBwX
77,RT @PRupala: Bengal’s love and affection for PM Narendra Modi and exasperation to get rid of TMC government manifest in this gigantic gathe…
78,"RT @IPL: 🚨  BCCI announces schedule for VIVO IPL 2021 🚨

The season will kickstart on 9th April in Chennai and the final will take place on…"
79,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
80,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
81,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
82,"March 09| Tuesday | PM Modi

12 NOON: Prime Minister Narendra Modi will inaugurate ‘Maitri Setu’ between India and… https://t.co/bjIS2oSAXb"
83,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
84,"RT @MumbaiMirror: PM Narendra Modi has time for rally in Kolkata but not for protesting farmers says @PawarSpeaks

https://t.co/J2rRgBOtbk"
85,"RT @eOrganiser: Next 25 Years Very Important for Bengal’s Development, Foundation to be Laid in This Assembly Election, Says Prime Minister…"
86,RT @Anuragkukreti7: Narendra Modi's best contribution to India are the 6 hours for which he sleeps everyday!
87,"RT @yoursurajnaik: The real face of Narendra Modi !! 

During Unplanned LOCKDOWN by Modi many Migrant people died due to non available of T…"
88,RT @Motabhaigujratw: Imran saying Pakistan needs powerful military because india has powerful government not seen in 73 years. What more to…
89,"RT @vinayak_jain: Narendra Modi in Bengal. Amit Shah in TN. Himanta Biswa in Assam.

It is demeaning to such leaders when people say ‘BJP w…"
90,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
91,@airavatvolvo @cruelanu @RituRathaur @kanimozhi @DrlathaC @UshaNirmala @ChitraSundaram7 Shameless thy name Narendra Modi.
92,RT @Anuragkukreti7: Narendra Modi's best contribution to India are the 6 hours for which he sleeps everyday!
93,"RT @Elizatweetz: Narendra Modi who back in 2016, accused Mukul Roy and Suvendu Adhikari to be corrupt and a threat to India's future, is no…"
94,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
95,RT @Rajbirrohilla: Bengal’s love and affection for PM Narendra Modi and exasperation to get rid of TMC government manifest in this gigantic…
96,RT @gops33: Name one thing which has become cheaper after Narendra Modi  became Prime Minister ? .
97,RT @ANI: Prime Minister Narendra Modi will release 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Git…
98,RT @BrokenCricket: IPL 2021 Finals set to be played on 30th May at Narendra Modi Stadium Ahmadabad.
99,"RT @MumbaiMirror: PM Narendra Modi has time for rally in Kolkata but not for protesting farmers says @PawarSpeaks

https://t.co/J2rRgBOtbk"
100,RT @gops33: Name one thing which has become cheaper after Narendra Modi  became Prime Minister ? .
